ISO3,Country,UNICEF Region,Indicator,Data Source,Year,Sex,Age,DISAGG_CATEGORY,DISAGG,Value
COG,Congo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014-15,2015,Female,20-24,Age,20-24,51.3
COG,Congo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014-15,2015,Male,20-24,Age,20-24,38.8
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-19,Age,15-19,30
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Education,higher,16.3
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Education,no education,70.2
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Education,primary,39.6
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Education,secondary,31.2
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Residence,Rural,28.6
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Residence,Urban,27.3
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 1,37.5
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 2,35.1
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 3,26
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 4,21.8
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 5,16.6
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Education,higher,13.2
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Education,no education,33.6
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Education,primary,29.9
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Education,secondary,26.6
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Residence,Rural,26.5
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Residence,Urban,21.7
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Wealth quintile,Quintile 1,33.8
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Wealth quintile,Quintile 2,30
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Wealth quintile,Quintile 3,22.6
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Wealth quintile,Quintile 4,16.5
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Wealth quintile,Quintile 5,14
CRI,Costa Rica,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,20-24,Age,20-24,25.8
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-19,Age,15-19,29.8
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-19,Age,15-19,38.3
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,higher,20.2
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,preschool or none,0
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,preuniversity/technical,29.3
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,primary,74.7
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,secondary,25.9
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Residence,Rural,27.3
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Residence,Urban,26.7
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 1,22.7
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 2,23.1
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 3,28.3
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 4,25.1
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 5,36.8
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Education,higher,33.7
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Education,preschool or none,0
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Education,preuniversity/technical,35.5
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Education,primary,70.7
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Education,secondary,33.2
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Residence,Rural,41.7
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Residence,Urban,31.9
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Wealth quintile,Quintile 1,33.1
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Wealth quintile,Quintile 2,35.5
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Wealth quintile,Quintile 3,37.7
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Wealth quintile,Quintile 4,35.4
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Wealth quintile,Quintile 5,34.1
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,higher,16.3
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,preschool or none,19.5
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,preuniversity/technical,24.3
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,primary,44.5
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,secondary,28.7
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Residence,Rural,25.2
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Residence,Urban,22.5
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 1,20.5
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 2,20.9
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 3,21.7
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 4,23.7
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 5,30.7
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Education,higher,21.1
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Education,preschool or none,22.5
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Education,preuniversity/technical,26.7
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Education,primary,52.7
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Education,secondary,27.7
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Residence,Rural,33
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Residence,Urban,23.5
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Wealth quintile,Quintile 1,20.9
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Wealth quintile,Quintile 2,22.9
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Wealth quintile,Quintile 3,26.7
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Wealth quintile,Quintile 4,30.4
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Wealth quintile,Quintile 5,34.2
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,20-24,Age,20-24,24
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,20-24,Age,20-24,31.8
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-19,Age,15-19,54.3
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,has ever been married or in union,50.3
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,secondary,52.3
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,tertiary,36.6
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Residence,Rural,54
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Residence,Urban,47.5
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 1,55.4
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 2,50.9
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 3,50.5
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 4,48.1
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 5,40
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,none or less than primary,59.4
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,primary,55.3
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,secondary,44.8
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,tertiary,30.8
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Residence,Rural,47
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Residence,Urban,40.3
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 1,52.6
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 2,46.4
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 3,41.6
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 4,39
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 5,32.9
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,20-24,Age,20-24,43.8
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-19,Age,15-19,66.6
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,Quintile 3,70.8
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,do not know/missing,0
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,higher secondary+,60.3
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,preschool or none,74.2
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,primary,73.6
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,secondary,66.5
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Residence,Rural,67.4
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Residence,Urban,64.3
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 1,71.3
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 2,68.2
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 3,67.9
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 4,64.9
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 5,58.3
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,Quintile 3,67.3
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,do not know/missing,63.2
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,higher secondary+,58.1
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,preschool or none,68.8
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,primary,68.8
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,secondary,63.6
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Residence,Rural,64.5
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Residence,Urban,63.4
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 1,68.3
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 2,66.7
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 3,65.4
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 4,64.3
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 5,56.6
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,20-24,Age,20-24,64.3
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-19,Age,15-19,84.5
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-19,Age,15-19,81.4
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Education,JSS/JHS/middle,87.4
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Education,SSS/SHS/ secondary,71.7
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Education,higher,49.3
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Education,pre-primary or none,84.6
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Education,primary,92.3
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Residence,Rural,87.1
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Residence,Urban,76.9
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 1,89
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 2,87.5
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 3,83.5
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 4,80.9
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 5,70.5
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Education,JSS/JHS/middle,84.2
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Education,SSS/SHS/ secondary,70.6
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Education,higher,47.7
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Education,pre-primary or none,85.5
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Education,primary,86.3
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Residence,Rural,79.6
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Residence,Urban,77.1
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Wealth quintile,Quintile 1,88.5
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Wealth quintile,Quintile 2,81.9
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Wealth quintile,Quintile 3,79.3
